항구	항구 港口; гавань; порт; ~ 도시 портовый город
거닐다	прогуливаться; бродить; 숲속을 ~ бродить по лесу; 공원을 ~ прогуливаться по парку
방파제	防波堤; волнолом; волнорез; брекватер; мол
펼치다	раскрывать(ся); развёртывать(ся); расстилать(ся); 주먹을 ~ разжимать кулак; 깃발을 ~ развёртывать знамя; 날개를 ~ расправлять крылья; 눈 앞에 광활한 벌판이 펼쳐졌다 Перед глазами расстилаются необозримые поля.
당당	堂堂; ~하다 достойный; гордый; величественный; внушительный; ~히 гордо; с достоинством; по-праву; ~한 권리 законные права; ~한 위세 внушительный вид; 세력이 ~하다 иметь большое влияние (большую власть)
해초	海草; морские водоросли
뒤덮이다	быть сплошь покрытым
모래밭	песчаные берега; песчаная равнина
분양	分讓; раздача; распределение; 주택~ распределение домов; 아파트 ~ распределение квартир
공터	空－; свободное (пустое) место; = 공지(空地)
건축	建築; строительство; сооружение; возведение; застройка; ~하다 строить; сооружать; возводить; застраивать; ~용의 строительный; предназначенный для строительства; ~공사 строительные работы; ~공학 технология строительства; ~기사 инженер-строитель; ~면적 площадь застройки; ~ 사무소 строительная контора; ~양식 архитектурный стиль; ~업자 строитель; ~ 재료 строительные материалы; стройматериалы; ~ 현장감독 прораб
미완성	未完成; незаконченный; незавершённый; несложившийся; ~품 полуфабрикат
중지	中指; средний палец; ; 중지 中止; приостановка; прекращение; перерыв; отмена; ~하다 приостанавливать; прекращать; прерывать; отменять; ; 중지 衆智; народная мудрость
팽개치다	выкидывать; выбрасывать; оставлять; бросать
인적	人的; человеческий; людской; ~손실 человеческие жертвы; ~자원 людские ресурсы; ; 인적 人跡; следы человека; признаки присутствия человека; ~이 끊어진 밤거리 безлюдная ночная улица
수색	搜索; обыск; разведка; поиск; ~의 обыскной; разведочный; ~하다 обыскивать; разведывать; проводить, поиск; 가택 ~하다 подвергнуть обыску; 그의 아파트에서 가택 ~이 있었다 В его квартире был произведён обыск.; 새벽에 우리는 ~을 하기 위해 출발했다 На рассвете мы отправились на разведку.
영장	令狀; письменное распоряжение (приказ); ~을 발부하다 давать ордер; 소환장 судебная повестка; 체포~ ордер на арест; ; 영장 靈長; венец творения; царь природы; 인간은 만몰의 ~ 이다 Человек - царь природы.
침입	侵入; проникновение; вторжение; ~하다 проникать; вторгаться; захватывать; оккупировать
선명	鮮明; ~하다 ясный; отчётливый; чёткий; ~도 яркость (цвета); ~성 яркость
성큼성큼	~걷다 ходить подпрыгивающей походкой
양탄자	洋－; ковёр; ковровый; ...에 ~를 깔다 устилать что ковром; покрывать что ковром; ~를 깐 듯한 푸른 초원 зелёный ковёр луга; ~ 제조공장 ковровая фабрика
흙투성이	быть выпачканным (измазанным) грязью
웅장	雄壯; ~하다 величественный; грандиозный
장식	裝飾; украшение; декорирование; ~적 декоративный; ~하다 украшать; декорировать; разукрашивать; ~되다 украшаться; декорироваться; разукрашиваться; 실내~ внутреннее убранство; оформление интерьера; ~미술 декоративная живопись
풍경화	風景畵; пейзаж; пейзажная живопись; ~가 пейзажист
책장	冊張; листы книги; страницы; ~을 넘기다 перелистывать книгу; ; 책장 冊欌; книжный шкаф; этажерка
멋지다	весьма привлекательный (модный)
성큼성큼	~걷다 ходить подпрыгивающей походкой
양탄자	洋－; ковёр; ковровый; ...에 ~를 깔다 устилать что ковром; покрывать что ковром; ~를 깐 듯한 푸른 초원 зелёный ковёр луга; ~ 제조공장 ковровая фабрика
흙투성이	быть выпачканным (измазанным) грязью
웅장	雄壯; ~하다 величественный; грандиозный
장식	裝飾; украшение; декорирование; ~적 декоративный; ~하다 украшать; декорировать; разукрашивать; ~되다 украшаться; декорироваться; разукрашиваться; 실내~ внутреннее убранство; оформление интерьера; ~미술 декоративная живопись
풍경화	風景畵; пейзаж; пейзажная живопись; ~가 пейзажист
책장	冊張; листы книги; страницы; ~을 넘기다 перелистывать книгу; ; 책장 冊欌; книжный шкаф; этажерка
멋지다	весьма привлекательный (модный)
억지로	насильно; силой
어지럽다	кружиться; идти кругом; беспорядочный; хаотический; 머리가 ~ испытывать головокружение; 어지러운 세상 смутные времена
흩어지다	рассеиваться; разлетаться; расходиться; рассыпаться; разбрасываться; разваливаться; разлучаться; разбредаться
따다	1. рвать; срывать; собирать; 2. брать; 3. вскрывать, открывать; 요점을 ~ конспектировать; 점수를 ~ набирать очки; получать отметку; 깡통을 ~ открывать консервную банку
찌꺼기	вытопки; осадок; отбросы; подонки; остаток; 타고남은 ~ зола; 음식 ~ остатки пищи; 커피 ~ кофейная гуща
더러워지다	запачкаться
지저분	~하다 грязный; неряшливый; 방안이 ~하다 в комнате беспорядок; ~한 셔츠 грязная рубашка; ~한 거리 грязная улица
어리둥절	~하다 быть растерянным (смущённым); смущаться; спутываться
실마리	начало нитки; ключ; (путеводная) нить; 문제 해결의 ~를 찾다 найти ключ к разрешению вопроса; 실 타래에서 ~를 찾다 найти начало нитки в клубке; 이야기의 ~ нить разговора
행방불명	行方不明; ~되다 без вести пропасть; ~자 пропавший без вести
헤어지다	1. расставаться с кем; разлучаться с кем; расходиться; разводиться с кем; прощаться с кем-чем; 2. рассыпаться; высыпаться; 3. трескаться
석고상	石膏像; статуя из гипса
굳어지다	затвердевать; быть твёрдым
특종	特種; особый род (вид; сорт); особая порода; сенсационная новость; ~으로 다른 신문을 앞지르다 опубликовать сенсационное сообщение раньше других газет
표제	標題-表題; название; заглавие; тема сочинения на экзамене; ...라는 ~의 소설 роман под названием ...; ~를 붙이다 дать название; ~ 음악 музыкальное произведение, посвященное чему
활자	活字; типографский шрифт; литера; ~를 맞추어 판을 짜다 набирать; составлять набор; ~를 줍다 набирать; подбирать литеры
행방	行方; местонахождение; ~을 감추다 заметать следы; скрываться; сбиваться со следа; исчезать; ~을 알아맞추다 найти кого
뒷좌석	заднее сидение
핏자국	пятно крови; кровавое пятно
차례	次例; порядок; последовательность; ряд; очередь; раз; случай; оглавление; содержание; ~로 по порядку; поодиночке; поочерёдно; попеременно; по очереди; следовательно; вслед за; сразу же; ~를 기다리다 ожидать свою очередь; ~가 돌아오다 стоять на (в) очереди; ~가 뒤바뀌다 не в порядке; испорченный; 나의 뒷 ~다 очередь за мной; 서두에 있는 ~ оглавление находится в начале книги; ; 차례 茶禮; упрощённый обряд жертвоприношения, совершаемый по праздникам
팔리다	быть проданньш; быть очарованным; быть обращенным (направленным); быть использованным; быть известным (популярным); 돈 몇 푼에 ~ продать (себя) за гроши; 그는 그녀에게 넋이 팔려 있다 Он ею очарован.; 술꾼으로 얼굴이 팔린 사람 человек, известный как пьяница
목청	тембр голоса; голос; голосовые связки; ~이 터지도록 부르다 кричать, что есть мочи; ~을 돋우다 напрягать голос
회오리바람	вихрь
떠들다	шуметь; кричать; поднимать шум; разноситься
분전	奮戰; жестокая борьба; 끝까지 ~하다가 목숨을 버리다 отдать жизнь жестоко сражаясь до конца
방귀	газы; ~ 냄새가 지독하다 Запах газов противен.; ~를 뀌다 испускать газы; навонять
뀌다	вонять чем; испускать газы; 방귀를 ~ освобождаться от газов
딱	полностью; совсем; прочно; крепко; плотно; как раз; точно; широко; сильно
대꾸	1.ответ; 2.возражение; ~하다 1.отвечать; 2. возражать; пререкаться
취재	取才; сбор материала (информации); подготовка репортажа; ~하다 собирать (отбирать) материал (информацию; данные); освещать в прессе; вести (готовить) репортаж; ~길에 오르다 отправиться, чтобы подготовить (провести) репортаж; ~ 기자 репортёр; ~ 활동 журналистская (корреспондентская; репортёрская) деятельность; освещение в печати
발사	發射; выстрел; стрельба; пальба; запуск; ~하다 стрелять; палить; вести огонь; запускать; 로켓을 ~하다 запускать ракету; ~장치 пусковая установка
탄환	彈丸
명중	命中; попадание в цель; ~하다 попадать (прямо) в цель; ~ 사격 меткая стрельба
파견	派遣; посылка; командировка; ~하다 посылать; командировать; отправлять; 사건 조사에 ~하다 командировать на расследование дела
강변	强辯; софистика; казуистика; ~하다 заниматься софистикой (казуистикой); ; 강변 江邊; = 강가; ~ 도로 дорога по берегу реки
벌어지다	образовываться (о ели); развертеться; расходиться; расширяться
짐작	斟酌; догадка; ~하다 догадываться; предполагать; ~하건대 вероятно
잇달다	следовать один за другим; 잇달아서 непрерывно, все время; последовательно; 10시간 잇달아 на протяжении 10 часов; 잇달아 3회 이기다 выиграть 3 раза подряд; 불행이 잇달다 постоянные неудачи; 밤은 낮에 ~ За ночью следует день.
괴기	怪奇; причудливый; ~소설(영화) сенсационная книга (фильм)
출현	出現; появление; проявление; ~하다 появляться; прояапяться; являться
임자	владелец; хозяин; 집~ владелец (хозяин) дома
드러내다	обнаруживать; выявлять; проявлять; показывать; обнажать; выражать; 대단한 재능을 ~ обнаружить большие способности
정체	停滯; застой; застойный; ~하다 быть застойным; ; 정체 政體; режим; форма правления; 공화~ республиканская форма правления; 입헌~ конституционная форма правления; ; 정체 正體; подлинный характер; истинное лицо; ~를 밝히다 показать истинное лицо; сорвать маску с кого
부랑	浮浪; бродяжничество; ~하다 бродяжничать
지체	происхождение; род; ~가 높다 высокое происхождение; ; 지체 肢體; конечности; ~가 부자유한 хромой; повреждённый; ~장애인 инвалид; калека; ; 지체 遲滯; задержка; приостановка; откладывание; отсрочка; ~하다 задерживать; отсрочивать; откладывать; ~없이 сразу же; незамедлительно
태세	態勢; состояние; положение; позиция; готовность; ~를 갖추다 быть готовым к чему; 반격 ~ готовность к контрнаступлению
미사	лат. messa; месса
몰다	гнать; сгонять; загонять; отгонять; отпугивать; управлять; водить; преследовать; направлять; поворачивать; ругать; поносить; ...로 ~ считать (рассматривать; обращаться) как ...; 죄인으로 ~ считать преступником
호기심	好奇心; любопытство; ~이 많은 любопытный
짜증	недовольство; раздражительность; ~나다 досадный; нервный; раздражительный; ~나게 하다 действовать на нервы колу; нервировать; дёргать; ~내다 раздражаться; нервничать; 하찮은 일로 ~내다 раздражаться из-за пустяков; ~스럽게 머리를 젓다 недовольно качать (встряхивать) головой
조간	朝刊; утренний выпуск; ~ 신문 утренняя газета
인쇄	印刷; печатание; ~하다 печатать; 그 책은 아직 ~중에 있다 Эта книга все ещё в печати
봉투	封套; конверт; ~를 붙이다 заклеить (запечатать) конверт; ~를 열다 распечатать конверт; ~에 우표를 붙이다 наклеить марку на конверт
투서	投書; анонимное письмо; ~하다 писать и посылать анонимное письмо
싣다	грузить что чем; перевозить; транспортировать; помещать; пускать воду на рисовое поле; содержать в себе; нести с собой; 기차에 집을 ~ грузить товары в вагон; 봄 바람이 꽃 향기를 실어온다 Весенний ветер несёт с собой душистый запах цветов; 배에 짐을 ~ грузить корабль товарами; 신문에 광고를 ~ поместить объявление в газету; 잡지에 기사를 ~ поместить статью в журнал
내던지다	выбрасывать; выкидывать; вышвыривать; забрасывать; бросаться словами; 시작한 일을 ~ забросить начатое дело; 창밖으로 담배꽁초를 ~ выбрасывать окурок за окно
자물쇠	замок; ~를 잠그다 запирать на замок; 문을 ~로 잠그다 заперёть дверь на замок
어귀	вход; въезд; начало; 강~ устье реки; ; 어귀 語句; = 어구(語句)
드물다	редкий
해군	海軍; военно-морские силы; военно-морской флот; ~의 военно-морской; ~기지 военно-морская база
조선소	造船所; судоверфь; судострежтельная верфь
건조	乾燥; сушка; сушение; ~하다 сухой; скучный; сушить; высушивать; 무미~하다 сухой; скучный; ~ 소독 дезинфекция (дегазация) высушиванием; ; 건조 建造; строительство (судов); ~하다 строить (конструировать) суда; 선박~ судостроение
썩다	гнить; портиться; не использоваться; лежать мёртвым грузом; зарывать; тяжело на душе; 썩은 냄새 гнилой (гнилостный) запах; 썩은 물 гнилая вода; 건초가 비에 젖어 썩고 있다 Сено гниёт под дождём.; 생선이 썩었다 рыба испортилась; 시체가 썩고 있다 Труп гниёт.; 재능을 썩히다 зарывать талант в землю
돌다리	каменный мост
소형차	小型車
둘러싸다	окутывать; обматывать; обволакивать; окружать; обступать; 둘러싸고 вокруг кого-чего
꾼	man occupied with
수군거리다	шептать(ся); шушукаться
헤치다	1. разбрасывать; раскидывать; раздвигать; рассеивать; 2. развязывать; распаковывать; распахивать; 3. преодолевать; 가시덤불을 헤치고 나아가다 пробиваться сквозь колючие заросли
열어젖히다	벌컥 열다
창의	創意; творческий замысел; инициатива; оригинальная мысль; ~적인 творческий; оригинальный
조각조각	in (broken) pieces; all to pieces
정원	定員; штат; кворум; ; 정원 庭園; двор и цветник
딸리다	be attached[annexed] to; belong to;
아담	雅淡; ~하다 благородный; элегантный; красивый; удобный
초인	超人; сверхчеловек; сверхчеловеческий
맞아들이다	receive; invite[ask] <a person> in;
야무지다	крепкий; сильный; стойкий
잠자리	1. стрекоза; 2. постель; ~에 눕다 ложиться в постель; ~를 걷다 убирать постель
불길	пламя, языки пламени; ~이 일다 воспламеняться; ~잡다 тушить огонь; 분노의 ~ пламя гнева; 정념의 ~ пламя страсти; ; 불길 不吉; несчастье, бедствие
양반	兩班; дворянин; дворянский; джентельмен
뛰다	прыгать; подпрыгивать; подскакивать; скакать; колотиться; быстро бежать
사살	射殺; расстрел; ~하다 расстрелять; 우리를 탈출한 호랑이를 ~했다 Мы подстрелили убежавшего от нас тигра.
즐기다	любить; увлекаться чем; наслаждаться чем; веселиться; хорошо проводить время; радоваться; 기회가 있는 동안 순간을 ~ наслаждаться пока есть возможность
말투	－套; манера говорить; интонация; акцент
인내심	忍耐心; терпеливость; ~이 강하다 очень терпеливый
꽂다	втыкать; всовывать; вставлять; ввинчивать; 바늘을 ~ втыкать иголку во что-либо; 전구를 소켓에 ~ ввинчивать лампочку в патрон
호통	злобный (сердитый) окрик; злобная ругань; ~치다 громко (зло) ругаться; сердито кричать; выкрикивать угрозы; громко окликнуть
거덜나다	разоряться; приходить в упадок; терпеть крах
가로막다	мешать; препятствовать; устраивать обструкцию; быть помехой
부름	призыв; зов
난리	亂離; 1. война; бунт; мятеж; смута; беспорядки; 2. беспорядок; хаос; ~를 평정하다 подавлять беспорядки; 방안이 ~법석이다 Комната в большом беспорядке.
지치다	1. усталый; утомлённый; 그는 죽도록 지쳐 있다 Он устал до смерти.; 나는 시종일관 똑같은 일만 하는데 지쳤다 Мне надоело делать всё время одно и то же.; 나는 서있기에 지쳤다 Я устал стоять.; 2. скользить по льду
친밀감	親密感; чувство большой дружбы; тесная дружба
엉뚱	~하다 необычайный; необычный; непомерный; странный; своеобразный; экстравагантный
하여금	그 사람으로 ~ 가게 하시오 Заставьте его пойти.; 나로 ~ 기다리게 하지 마시오 Не заставляйте меня ждать.
공포심	恐怖心; боязнь
어쨌든	во всяком случае; так или иначе
수상	受賞; ~하다 получать награду; ~ 위원회 жюри; ; 수상 殊常; ~하다 сомнительный; подозрительный; ~스럽다 казаться сомнительным (подозрительным); ; 수상 水上; на воде; над водой; ~경기 соревнования на воде; ; 수상 首相; премьер-министр; 내각 ~ председатель кабинета министров
체포	逮捕; арест; задержание; ~하다 арестовывать; задерживать
면직	免職; ~하다 отстранять от должности
침착	沈着; хладнокровие; самообладание; невозмутимость; ~하다 хладнокровный; невозмутимый; спокойный; уравновешенный
파내다	выкапывать; 감자를 ~ выкапывать картофель
파면	罷免; увольнение; ~하다 увольнять; снимать кого с должности; освободить кого от должности (со службы)
가만	1. молча; потихоньку; тайно; украдкой; втихомолку; неподвижно; спокойно; до сих пор; по-прежнему; 2. не шуметь; замолчите; не шумите; ~, 누가 온다 Тихо! Кто-то идет!
깡통	1. пустая банка; 2. пустой человек; глупец; невежда; 통조림 ~ пустая консервная банка; ~ 을 차다 стать нищим; 그는 음악에는 ~ 이다 Он полный профан в музыке.
석고	石膏; гипс; ~붕대 гипсовая повязка; ~조각 скульптура из гипса
사교가	общительный man
토지	土地; земля; земельный; ~ 개량 мелиорация; ~ 개혁 земельная реформа; ~ 국유화 национализация земли; ~ 대장 земельный кадастр; ~ 이용 землепользование; ~ 조사 обследование земель
부실	不實; ~하다 нездоровый; неустойчивый; нестойкий; ненадёжный; нечестный; неполный; недостаточный; бедный (о жизни); 몸이 ~하다 тело нездоровое; ~ 공사 фальшивая работа
소유자	所有者; владелец; собственник
귀족	貴族; аристократ; аристократия; ~적 аристократический; аристократичный; ~적으로 аристократически; аристократично; ~화되다 превращаться в аристократов; ~계급 аристократия; ~성 аристократичность; ~정치 аристократия; 노동~ рабочая аристократия
후손	後孫; потомки
제조	製造; изготовление; производство; ~하다 изготовлять; производить; делать из чего; вырабатывать; 한국에서 ~된 изготовлено (сделано) в Корее; товар корейского изготовления; 펄프로 종이를 ~하다 делать бумагу из бумажной массы; ~수단 средства производства; ~시설 производственные мощности; ~원가 фабричная цена; заводская себестоимость; 주문~ изготовление заказа; на заказ
유산	乳酸; выкидыш; преждевременные роды; аборт; ~하다 выкинуть (ребёнка); сделать выкидыш; ~ 되다 не удаваться; не сбываться; потерпеть неудачу; ; 유산 遺産; наследие; наследство; ~ 상속인 наследник; 문화 ~ культурное наследие
지배인	支配人; заведующий; распорядитель; менеджер
붉히다	делать красным; румянить; 얼굴을 ~ румянить лицо
싸구려	дешёвые вещи низкого качества
달리	иначе; по-другому; по-разному; ~하다 расходиться в чём; ...와 ~ иначе чем; в отличие от кого-чего; ~ 방법이 없다 Иначе нельзя.; 우리는 그들과 의견을 ~했다 Мы с ними разошлись во мнениях.
박히다	быть забитым (вбитым); быть воткнутым; быть напечатанным; быть снятым (сфотографированным); быть устремлённым
접근	接近; приближение; подход; подступ; ~하다 приближаться к кому-чему; подходить к кому-чему; сближаться с кем-чем
미처	ещё не; 누구도 거기까지는 ~ 생각하지 못했다 Ещё никто до этого не додумался. (Ещё никто об этом не подумал.)
오인	吾人; я; мы; ; 오인 誤認; неправильное (ошибочное) представление; недоразумение; ~하다 принимать одно за другое; обознаться; неправильно ((ошибочно) представлять себе
담뱃재	сигаретный пепел
요하다	要－; требовать; нуждаться; 휴식을 ~ нуждаться в отдыхе
길들이다	1. наводить блеск (лоск); 2. приручать; укрощать; 3. привить привычку
들개	бродячая (бездомная) собака
필적	匹敵; ~하다 быть ровней (парой); 그에게는 ~할 만한 사람이 없다 Ему нет равных.; 그 여자는 당신에게 ~할 만한 사람이 아니다 Она вам не ровня.; ; 필적 筆跡; почерк; 그는 ~이 좋다 Он пишет хорошим почерком.; 알아보기 어려운 ~ неразборчивый почерк
칭찬	稱讚; похвала; восхваление; похвальный; ~하다 хвалить; восхвалять; 학생의 솔직함을 ~하다 хвалить ученика за честность; ~을 퍼붓다 осыпать похвалами
돌려주다	1. возвращать; 꾼 돈을 ~ возвращать долг; 2. одалживать; давать в займы
다짐	обязательство; обещание; клятва; ~하다 давать обязательство; обещать; ~을 받다 взять обязательство
용의자	容疑者; подозреваемое лицо; подозреваемый; заподозренный; 살인사건의 ~ подозреваемый в убийстве
꽁무니	хвостец; копчик; зад; задница; самый конец; хвост чего-либо; ~ 를 빼다 потихоньку сбежать; ~를 사리다 в страхе броситься бежать; опасаться; остерегаться
반경	半徑; радиус; ~를 긋다 провести (начертить) радиус
젖다	намокать; становиться влажным (сырым)
통	1. кочан; кочанный; 배추 몇 ~ несколько кочанов капусты; 2. окружность; ширина; 다리 ~이 굵다 толстые ноги; ~이 크다 великодушный; благородный; 3. группа; толпа; сборище; 한 ~이 되다 объединяться; группироваться; 4. ~에по причине; в результате чего; 너무 떠드는 ~에 잘 들리지 않는다 Из-за шума плохо слышно.; 5. совсем; целиком; совершенно; 나는 그의 소식을 ~ 모른다 Мне о нём совсем ничего не известно.; ~ 말이 없다 не промолвить ни слова; ~ 알 길이 없다 узнать совершенно невозможно; 6. цельный; целый; ~마늘 целая головка чеснока; ~나무 целое бревно; ; 통 桶; бочка; кадка; ведро; чан; бачок; ванна; ~을 짜다 собирать (монтировать) бочку; ; 통 筒; труба; ; 통 統; пять дворов; ; 통 通; знаток; осведомлённый человек; проспект; улица; 해안~ приморская набережная
양화점	洋靴店; обувной магазин
총탄	銃彈; пуля
찻집	茶-; чайная; кафе; закусочная
차라리	лучше; скорее; охотнее; предпочтительно; 이것은 ~ 그에게 물어보는 편이 나았을 것이다 Лучше бы тебе спросить его об этом.; 수치를 당하느니 차리리 죽는것이 낫다 Лучше умереть, чем вести позорную жизнь.
힐끗	~ 보다 искоса взглянуть
연못	蓮-; лотосовый пруд
고성	古城; древняя крепость; ; 고성 高聲; громкий голос; ~으로 громко; во весь голос; ~방가 하다 петь во весь голос (громко)
성벽	城壁; крепостная стена; оплот; ; 성벽 性癖; укоренившаяся дурная привычка
둘러싸이다	be besieged[invested / surround / enclosed / girded]
성내	城內; внутри крепости; в городе
밀집	密集; концентрация; скученность; ~하다 концентрироваться; скучиваться; тесниться; толпиться
왕래	往來; уличное движение; общение; связь; переписка; ~하다 ходить (ездить) туда и обратно; курсировать; поддерживать связь; общаться; переписываться; 서신~ переписка
골목	переулок; ~ ~ в каждом переулке; ~대장 главарь; коновод; заводила
즐비	櫛比; ~하다 расположенные в ряд
신음	呻吟; стон; ~하다 стонать; изнывать; томиться чем; 농민들은 농노제도의 속박 아래서 ~해 왔다 Крестьянство стонало крепостного права.
패	牌; группа; партия; компания; дощечка с надписью; жетон; ярлык; торговая марка; карта; ~를 짓다 образовать группу; ~를 잡다 держать банк; быть банкомётом
밀어내다	выталкивать; вытеснять; вытаскивать; выдвигать
복판	середина; центр
잔인	殘忍; ~하다 жестокий; безжалостный; зверский
노파	老婆; старуха; старушка; ~의 старушечий
몹쓸	плохой; порочный; дурной; негодный
단단히	hard; solidly; firmly.
혼	魂; дух; душа; привидение; призрак; ＝넋
달려들다	at; pounce upon; fly[spring] at;
때리다	1. (치다) бить; избивать; ударять; 얼굴을 ~ бить (ударить) в лицо; 뺨을 ~ дать пощечину; 지팡이로 ~ бить (ударить) палкой; 2. (비난하다) резко критиковать; порицать; осуждать; обвинять; 신문에서 ~ обвинять (кого-либо) в прессе; 그는 어제 나를 때리는 말을 여러 사람에게 하였다 Он публично обвинил меня вчера.
까닭	причина; повод; ~ 없이 ни с того ни с сего; 이러한 ~에 по этой причине; по этому поводу
젊은이	молодой человек
쓰다듬다	1. гладить; поглаживать; 2. утешать; уговаривать
호소	呼訴; призыв; обращение; воззвание; жалоба; ~하다 призывать к кому-чему; обращаться к кому-чему; взывать к кому-чему о чём; подавать жалобу; жаловаться; ; 호소 湖沼; озеро и болото
온몸	все тело; ~몸이 떨리다 дрожать всем телом; ~몸에 по всему телу
피투성이	окровавленный человек (предмет); ~가 되다 быть окровавленным; окровавливаться; ~가 된 시체 окровавленный труп
메마르다	сухой; неплодородный; сухой; нечувствительный
기어가다	앞으로 나아가다
리어카	a rear-car; a bicycle(-drawn) cart
빌리다	давать в долг (взаймы; напрокат); сдавать в аренду; прибегать к помощи; занимать; основываться (на чем-л.); исходить (из чего-л.); выпрашивать; 책을 ~ брать взаймы книгу; 돈을 빌려 주다 давать взаймы деньги; 네 요약 노트를 이틀간 빌려줄 수 있니? Можно мне взять твой конспект на два дня?
상점	商店; магазин; ~을 열다 (닫다) открывать (закрывать) магазин; 담배를 사기 위해 ~에 들렀다 Я зашёл в магазин, чтобы купить сигарет.
운반	運搬; перевозка;, транспортировка; ~하다 перевозить; транспортировать
영차	Yo-ho!; Yo-heave-ho!
깔리다	быть подстеленным (разостланным; расстеленным); 자동차 에~ попасть под машину
덜커덕	a click; thump; plump;
뻗치다	протянуть; 구조의 손을 ~ протягивать руку помощи
경련	痙攣; судорога; конвульсия; подёргивание; спазм; ~이 일다(~하다) сводить что судорогой; подёргиваться; 심장~ сердечные спазмы; 피부~ спазмодермия
일으키다	поднимать; возбуждать; вызывать; 공포심을 ~ вызвать страх; 호기심을 ~ возбудить любопытство; 먼지를 ~ поднимать пыль
손대다	touch; lay[put] one's hands on
낯설다	незнакомый; 낯선 사람 незнакомец
플래시	англ. flash; вспышка; сверкание; вспышка; лампа; ручной электрический фонарь; ~를 터뜨리다 зажигать лампу-вспышку
스웨터	sweater; свитер
전망	展望; обозрение; обзор; перспектива; ~하다 обозревать; 정치~ политическое обозрение
방해	妨害; препятствие; помеха; преграда; ~하다 мешать (кому-чему); препятствовать; тормозить; чинить препятствия; ~가 되다 быть помехой (препятствием); ~되지 않습니까? Не помешаю вам?; 라디오가 공부하는 데 ~가 되었다 Радио мешало мне заниматься
마땅	~하다 подходящий; соответствующий; должный; правильный; 마음에 ~하다 быть по душе; нравится; ~히 должным образом, как подобает
안뜰	a courtyard; a[an inner] court
쌓다	складывать; накладывать; наваливать; касть; накапливать; сложить в кучу; 경험을 ~ накапливать опыт; 장작을 창고에 ~ складывать дрова в сарай; 자루를 차곡차곡 ~ наваливать один мешок на другой
헛간	－間; сарай; склад; амбар
수의사	獸醫師; ветеринарный врач; ветеринар
짚	солома; ~단 пучок соломы; ~바리 стог; сноп сена; ~불 горящая рисовая солома
깔다	подстилать; стелить; давить; 식탁에 식탁보를 ~ стелить скатерть на стол
담요	одеяло; 푹신한 ~ пушистое одеяло; ~를 깔다 разостлать одеяло; ~를 덮다 укрываться одеялом; закутаться в одеяло
눕히다	укладывать кого в что; 벽돌을 눕혀 쌓다 класть кирпич плашмя; 환자를 침대에 ~ уложить больного на кровать
늘어지다	удлиняться; растягиваться; свисать; обвисать; замедляться; сникнуть; размякнуть; спокойный; 늘어지게 잠을 자다 отоспаться; выспаться; 팔자가 ~ жить спокойно; 버드나무 가지가 늘어진다 Ветки ивы свисают.
덩어리	1.ком; глыба; кусок; 금 ~ слиток золота; 기름 ~ кусок жира; 한 ~가 되다 сплотиться воедино (в одно целое); 2.масса
원기	元氣; бодрость; энергия; ~가 왕성하다 энергичный; ~를 내다 приободряться; ~를 북돋우다 ободрять; придавать бодрости
조차	даже; аж; вдобавок; вместе с тем; притом; к тому же; кроме того; в добавление к тому; а тут ещё; 상상~ 못하다 даже невозможно (не могу) представить себе этого; ...를 쳐다보기~ 하지 않다 даже не взглянуть на кого; 따뜻하다 못해 덥기~ 했다 Было очень тепло, даже жарко.; 이는 아이들~ 다 아는 것이다 Это даже детям хорошо известно.; ; 조차 潮差; амплитуда прилива
빼내다	отнимать; вычитать; вытаскивать; 가시를 ~ вытаскивать занозу; 좋은 것을 ~ выбирать лучшее; 짐을 ~ вытаскивать багаж; 나는 반지를 빼냈다 Я снял кольцо.; 그물에서 고기를 ~ выпутывать из сети рыбу
붕대	繃帶; бинт; ~를 감다 перевязывать бинтом
전투	戰鬪; бой; битва; ~하다 вести бой
원고	原告; истец; истцовый; ~와 피고 истец и ответчик; ; 원고 原稿; рукопись; ~를 쓰다 писать
작성	作成; составление; оформление; ~하다 составлять; оформлять
본사	本寺; главный буддийский храм; ; 본사 本社; главный офис; наша компания
와중	渦中; ~에 в вихре; в водовороте; 사건 ~에 в вихре событий
즈음	в то время; когда ...; ..에 ~하여 по случаю; в связи с чем
턱	1. челюсть; подбородок; ~을 악물다 сжимать (стискивать) челюсти; 위~ верхняя челюсть; 아래~ нижняя челюсть; 2. порог; небольшой выступ; ~이 지다 иметь выступ; немного выступать; 3. угощение по случаю какого события; 한 ~내다 угощать по случаю радостного события; 4. основание; мотив; повод; причина; 이런 일을 할 ~ 있나 Нет причины делать это.; 5. вдруг, неожиданно; совсем; сильно; крепко; невозмутимо; ~ 멎다 вдруг остановиться; ~ 쓰러지다 неожиданно упасть; 마음을 ~ 놓다 успокоиться; 숨이 ~ 막혔다 Сильно захватило дух.; ~ 잡다 крепко взять; 문앞에 ~ 버티고 서다 невозмутимо встать в дверях
단정	斷定; окончательное заключение (суждение); ~적인 окончательный, категорический; ~하다 делать окончательное заключение (суждение); ; 단정 端正; ~하다 аккуратный; правильный; 옷차림이 ~하다 аккуратно одеваться
전쟁터	戰爭－; поле боя
왁자지껄	~하다 шуметь; ~한 이야기 소리 шумный говор; 싸우는 ~하는 소리 шум от драки
